Feature,Importance
cat__Model_Santro Sportz CNG [2018-2020],5.265061698402078e-08
cat__Model_i20 Sportz 1.2 BS-IV,5.2248523707273666e-08
cat__Model_Terrano XV D THP 110 PS,5.214654738384509e-08
cat__Model_Altroz XT Petrol,5.201193010188475e-08
cat__Model_Baleno Alpha 1.2 AT,5.1897868501481545e-08
cat__Model_Ecosport Ambiente 1.5L TDCi,5.1741379664423223e-08
cat__Model_i20 Sportz 1.2 (O),5.15093039446851e-08
cat__Brand_Fiat,5.0761883095346304e-08
cat__Model_SX4 ZDI,4.981602549350378e-08
cat__Model_Wagon R LXi CNG,4.884859453710619e-08
cat__Model_Tiago Revotron XT [2016-2019],4.8545810554842734e-08
cat__Model_Scorpio S4 1.99 [2016-2017],4.832466706209216e-08
cat__Model_Figo Duratorq Diesel Titanium 1.4,4.823197129100562e-08
cat__Model_Zen LX,4.798153707614594e-08
cat__Model_Ertiga ZXI+,4.797780574333189e-08
cat__Model_Go T (O),4.754594656079711e-08
cat__Model_Wagon R LXi 1.0 CNG [2019-2020],4.738153071361222e-08
cat__Model_Amaze 1.2 S MT Petrol [2018-2020],4.707932254222828e-08
cat__Model_A7 Sportback 3.0 TDI quattro,4.6856522633241064e-08
cat__Model_B-class B180,4.6692782564670375e-08
cat__Model_Pulse RxL ABS Diesel [2015-2017],4.6535690998807495e-08
cat__Model_Grand i10 Magna 1.2 Kappa VTVT [2017-2020],4.607145552173855e-08
cat__Model_Alto VXi [2014-2019],4.5220801178465366e-08
cat__Model_Polo Highline1.2L (D),4.4477326540991705e-08
cat__Model_Spark LS 1.0 BS-III,4.4249879368125555e-08
cat__Model_Santro Sportz,4.3841019861663196e-08
cat__Model_Ciaz VXi (O),4.3056636059219206e-08
cat__Location_Kharar,4.2863735723243096e-08
cat__Model_Ertiga LXI,4.2685748859061836e-08
cat__Model_Ciaz ZXi,4.2674916324723146e-08
cat__Model_i10 Magna,4.251060041017583e-08
cat__Model_Xcent S 1.2,4.241192173904423e-08
cat__Model_Polo Comfortline 1.2L (D),4.208459304169252e-08
cat__Model_Alto LXi,4.195696749913224e-08
cat__Model_Amaze 1.2 VX i-VTEC,4.17113553098929e-08
cat__Model_Vento Trendline Diesel,4.158354462723259e-08
cat__Model_Celerio LDi [2015-2017],4.1562558451543594e-08
cat__Model_Duster 85 PS Sandstorm Edition Diesel,4.119799966405664e-08
cat__Model_5-Series 530d M Sport [2017-2019],4.0292434065009375e-08
cat__Model_City CVT,3.997487021451888e-08
cat__Model_Bolero Power Plus ZLX [2016-2019],3.9919025416505065e-08
cat__Model_Amaze 1.2 S i-VTEC,3.975592240603405e-08
cat__Model_Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],3.9732845806314945e-08
cat__Model_City 1.5 EXi,3.953951628268247e-08
cat__Model_i10 Sportz 1.2 AT Kappa2,3.930391110660052e-08
cat__Model_Eeco 7 STR [2019-2020],3.905432848855682e-08
cat__Model_Terrano XL (D),3.812394737836438e-08
cat__Model_Celerio X Vxi AMT [2017-2019],3.7580907113227676e-08
cat__Model_Innova 2.0 G1 BS-IV,3.7570929629656506e-08
cat__Model_Santro Magna [2018-2020],3.7183652660680986e-08
cat__Model_S-Presso VXi,3.716847985061808e-08
cat__Model_Go Plus T,3.7152086878496636e-08
cat__Model_Alcazar Platinum 7 STR 1.5 Diesel,3.660478590237677e-08
cat__Model_Accent Executive,3.652907000409392e-08
cat__Model_XUV500 W8 [2015-2017],3.643421263117971e-08
cat__Model_Compass Sport 1.4 Petrol,3.636888168437905e-08
cat__Model_City VX (O) MT BL,3.631656783899303e-08
cat__Model_Innova 2.0 V,3.6249600901075226e-08
cat__Model_Amaze 1.2 S AT i-VTEC,3.614590074957999e-08
cat__Model_Redigo T(O) 1.0,3.570245117197562e-08
cat__Model_i20 Asta 1.2,3.5485863501281315e-08
cat__Model_Scorpio S9 2WD 7 STR,3.5359141703450335e-08
cat__Model_DZire ZXi Plus AMT,3.525602484426747e-08
cat__Model_Amaze 1.2 S i-VTEC Opt,3.5178748184781176e-08
cat__Model_Swift LXi Special Edition,3.4939638542542745e-08
cat__Model_Santro Sportz [2018-2020],3.446020478347297e-08
cat__Model_Ecosport Titanium + 1.5L TDCi,3.438110947372492e-08
cat__Model_C-Class 200 CGI,3.4373631375358255e-08
cat__Model_Ikon DuraTorq 1.4 TDCi,3.4369853544712375e-08
cat__Model_Ertiga VDi 1.3 Diesel,3.4214088364449934e-08
cat__Model_Verna 1.6 VTVT SX AT,3.418747727051045e-08
cat__Model_Creta SX Plus 1.6  Petrol,3.386853610185437e-08
cat__Model_Alto 800 Vxi (Airbag),3.378192495837844e-08
cat__Model_Verna Fluidic 1.6 CRDi,3.338601065780254e-08
cat__Model_Elite i20 Magna 1.2,3.293160467373284e-08
cat__Model_City E Diesel,3.2436375992854676e-08
cat__Model_Tiago Revotron XM (O) [2016-2019],3.192303112954239e-08
cat__Location_Ranga Reddy,3.1661951820086245e-08
cat__Model_Amaze VX CVT 1.2 Petrol,3.1010641356043285e-08
cat__Model_Glanza V,2.9199638532892985e-08
cat__Model_Punch Creative iRA Pack MT,2.9191466397522187e-08
cat__Model_Tiago NRG Petrol,2.915152942976153e-08
cat__Fuel Type_Petrol + Lpg,2.893424249396264e-08
cat__Model_Xcent SX CRDi,2.893226196521e-08
cat__Model_Rapid Elegance 1.6 MPI AT,2.8507696440462405e-08
cat__Model_Amaze 1.5 S i-DTEC,2.8120101724889988e-08
cat__Model_i20 Sportz 1.4 CRDI,2.7971591734767163e-08
cat__Model_Kwid CLIMBER 1.0 [2017-2019],2.7869493282695196e-08
cat__Model_Grand i10 NIOS Sportz 1.2 Kappa VTVT CNG,2.7793500647593336e-08
cat__Model_Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],2.769279749117708e-08
cat__Model_Alto 800 VXi,2.7430525529273828e-08
cat__Location_Panchkula,2.7341179198061212e-08
cat__Model_Scorpio LX BS-III,2.712462347998684e-08
cat__Model_Celerio ZXi [2019-2020],2.6330052126405084e-08
cat__Model_Jazz S AT [2015-2016],2.6189956541237616e-08
cat__Model_Duster 110 PS RxL Diesel,2.61370307739942e-08
cat__Model_Amaze 1.2 VX AT i-VTEC,2.5999231977065817e-08
cat__Model_Estilo VXi BS-IV,2.5727966271089073e-08
cat__Model_Rapid 1.6 MPI Active,2.521857782381894e-08
cat__Model_Ignis Delta 1.2 AMT,2.504013933953748e-08
cat__Model_DZire ZDi Plus AMT,2.4988599096300943e-08
cat__Model_Redigo S 1.0 AMT [2018-2019],2.4962242546414634e-08
cat__Model_Brio EX MT,2.4691703612171247e-08
cat__Model_Elite i20 Asta 1.4 (O) CRDi,2.454934044422391e-08
cat__Model_Alto VXi AMT [2014-2018],2.4240749036953064e-08
cat__Model_Jazz VX Petrol,2.3777097373340194e-08
cat__Model_Ertiga VXI,2.3434196889932188e-08
cat__Location_Samastipur,2.2663404948809027e-08
cat__Model_City 1.5 S AT,2.2564962706534793e-08
cat__Model_Grand i10 NIOS Magna AMT 1.2 Kappa VTVT,2.2564309043198206e-08
cat__Model_Celerio VXi (O) [2019-2020],2.2528497114873117e-08
cat__Model_Eeco 7 STR STD (O),2.242490943175897e-08
cat__Model_Fiesta Titanium Diesel,2.239526849860037e-08
cat__Model_Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,2.2215987820924627e-08
cat__Model_Ecosport Titanium + 1.5L TDCi [2019-2020],2.215736740666473e-08
cat__Model_Eon Sportz,2.1568046274436488e-08
cat__Model_Ignis Zeta 1.2 AMT,2.1358610706234685e-08
cat__Model_Swift DZire ZDi BS-IV,2.1194720664256153e-08
cat__Model_Alto 800 Lxi CNG,2.112335670131488e-08
cat__Model_Wagon R VXI+ AMT,2.102712308064028e-08
cat__Model_i20 Active 1.2 S,2.054994269608582e-08
cat__Model_Verna Fluidic 1.6 VTVT SX Opt,2.050191229481433e-08
cat__Model_S-Cross Sigma 1.3,2.0111473176072027e-08
cat__Model_Brio V MT,1.976544535787131e-08
cat__Model_TUV300 T6 Plus,1.9603392169398645e-08
cat__Model_Alto LXi BS-III,1.8810979139557395e-08
cat__Model_Ciaz VXi,1.834367271651516e-08
cat__Model_Celerio VXi [2019-2020],1.8230341244967756e-08
cat__Model_i10 Era 1.1 iRDE2 [2010-2017],1.8058673452637637e-08
cat__Model_Kwid RXL [2015-2019],1.7987404411600967e-08
cat__Model_Linea Emotion 1.4,1.7642695482862057e-08
cat__Model_Ciaz Alpha 1.4 AT,1.753480322195633e-08
cat__Model_TUV300 T8 AMT mHAWK100,1.7409354373559887e-08
cat__Model_Swift VDi BS-IV,1.67213969283911e-08
cat__Model_Amaze 1.2 SX i-VTEC,1.6252620442685287e-08
cat__Model_i10 Asta 1.2 AT Kappa2 with Sunroof,1.614256087903436e-08
cat__Model_Eeco 5 STR WITH A/C+HTR CNG [2017-2019],1.5901321198033657e-08
cat__Model_Eon 1.0 Kappa Magna AirBag,1.5625578111952773e-08
cat__Model_Xcent S 1.2 (O),1.560140514210126e-08
cat__Model_WR-V S MT Diesel,1.5321154630983305e-08
cat__Model_Estilo LXi BS-IV,1.5292283499149925e-08
cat__Model_Elite i20 Sportz 1.4,1.5162087833254006e-08
cat__Location_Siliguri,1.5152822622944683e-08
cat__Model_Civic 1.8S MT,1.4745073553998325e-08
cat__Model_Jetta 1.9L TDI,1.4539085721497818e-08
cat__Model_Alto 800 LXi (O),1.4374589524277774e-08
cat__Model_Eon D-Lite +,1.385352100179532e-08
cat__Model_Eon 1.0 Kappa Magna + [2014-2016],1.3746881893142788e-08
cat__Model_i20 Magna (O) 1.2,1.338787730131456e-08
cat__Model_Alto LXi CNG [2014-2018],1.3263366907904878e-08
cat__Model_Sunny XL,1.3231250727136706e-08
cat__Model_Wagon R LXi (O) 1.0 CNG [2019-2020],1.3089227380037346e-08
cat__Model_Celerio ZXi (O) AMT [2019-2020],1.2626574335507664e-08
cat__Model_i10 Magna (O),1.2111745449082028e-08
cat__Location_Kollam,1.199010628258249e-08
cat__Location_Pimpri-Chinchwad,1.1110039174149647e-08
cat__Model_Wagon R VXi (O),1.0914241001481952e-08
cat__Model_Quanto C8,1.0362133245577938e-08
cat__Model_Ciaz VDi+ SHVS,1.0055487760595192e-08
cat__Model_Santro GL LPG,9.756423155527019e-09
cat__Model_Sunny XV Diesel,8.682362040842593e-09
cat__Model_DZire VDi AMT,8.607057154095667e-09
cat__Model_Magnite XL,8.430202612290423e-09
cat__Model_S-Presso VXi (O),8.235564290012635e-09
cat__Model_Alto VXi AMT,8.057291416260603e-09
cat__Model_Santro XO eRLX - Euro III,7.825637894640431e-09
cat__Model_S-Presso VXi Plus,7.8154414007222e-09
cat__Model_Wagon R LXi LPG,7.374486698498021e-09
cat__Model_Santro GL Plus,7.373652670514828e-09
cat__Model_i10 Asta 1.2 AT with Sunroof,7.322272788466652e-09
cat__Model_Etios Liva G,7.156993167218095e-09
cat__Location_Faizabad,6.831775550546932e-09
cat__Model_Alto 800 Lx CNG,6.76506785020262e-09
cat__Model_Wagon R LXi Minor,6.572987621309246e-09
cat__Model_Polo GT TDI,6.510884827025765e-09
cat__Model_i20 Magna 1.4 CRDI,6.110140762801639e-09
cat__Model_Estilo VXi,6.0608830949608145e-09
cat__Model_Ciaz VDi (O) SHVS,5.248660925174831e-09
cat__Model_Etios G,5.139078627443656e-09
cat__Model_i20 Active 1.4 SX,5.127557903446249e-09
cat__Model_Santro GLS,4.9886247501786945e-09
cat__Model_Punto Active 1.3,4.940335065119761e-09
cat__Model_S-Presso VXi AMT,4.809676075443192e-09
cat__Model_Swift DZire LXi,4.643981643377241e-09
cat__Model_Vento Highline Diesel,4.548268274773636e-09
cat__Model_Jazz V Diesel,4.0234420828980575e-09
cat__Model_Kwid RXT Opt,3.789560852823887e-09
cat__Fuel Type_Cng + Cng,3.77647576321782e-09
cat__Model_Figo Duratec Petrol ZXI 1.2,3.719424427309018e-09
cat__Model_Ciaz ZDi (O) [2014-2015],3.605203405874481e-09
cat__Model_i10 1.1L iRDE ERA Special Edition,3.008473113034715e-09
cat__Model_KUV100 K6 D 6 STR [2016-2017],2.981486976342868e-09
cat__Model_Quanto C4,2.865044184369594e-09
cat__Model_Creta SX 1.6 CRDI,2.822057034591542e-09
cat__Color_Pink,2.2338936002280594e-09
cat__Model_i20 Sportz 1.2,1.5552218492207846e-09
cat__Model_i10 Sportz 1.2 AT,1.0324298250800906e-09
cat__Model_Etios V,1.028194794260331e-09
cat__Model_Rapid Ambition 1.6 MPI AT Plus,8.155341997433099e-10
